Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20150211;11;23050;22784,800
20150211;12;23100;23028,450
20150211;13;23200;23108,850
20150211;14;23400;23200,850
20150211;15;23000;22900,975
20150211;16;22500;22627,100
20150211;17;23350;22836,475
20150211;18;24000;23795,600
20150211;19;23800;23742,275
20150211;20;23700;23543,300
20150211;21;23000;22625,750
20150211;22;21400;21081,600
20150211;23;19800;19559,800
20150211;24;18400;18087,475
20150212;1;17300;17099,500
20150212;2;16700;16444,800
20150212;3;16400;16196,900
20150212;4;16500;16181,825
20150212;5;17000;16482,850
20150212;6;18200;17318,375
20150212;7;20600;19699,150
20150212;8;21950;21168,225
20150212;9;22700;22163,800
20150212;10;22900;22462,125
20150212;11;23000;22574,650
20150212;12;23000;22690,225
20150212;13;23100;22648,850
20150212;14;23300;22564,725
20150212;15;22900;22286,100
20150212;16;22400;21910,450
20150212;17;23100;22070,825
20150212;18;23800;23365,300
20150212;19;23800;23498,300
20150212;20;23700;23338,775
20150212;21;22900;22648,950
20150212;22;21500;21018,800
20150212;23;19900;19391,200
20150212;24;18400;18002,450
20150213;1;17200;17019,675
20150213;2;16500;16535,750
20150213;3;16300;16198,200
20150213;4;16400;16286,125
20150213;5;16800;16607,100
20150213;6;18100;17441,250
20150213;7;20600;19917,800
20150213;8;21900;21221,425
20150213;9;22650;22183,450
20150213;10;22900;22423,250
20150213;11;22900;22343,275
20150213;12;22900;22391,675
20150213;13;22950;22274,225
20150213;14;23150;22229,775
20150213;15;22750;21791,675
20150213;16;22150;21417,275
20150213;17;23100;21541,300
20150213;18;23800;23217,950
20150213;19;23600;23376,050
20150213;20;23500;23057,950
20150213;21;22800;22291,150
20150213;22;21350;20595,775
20150213;23;19750;19191,275
20150213;24;18350;17877,500
20150214;1;17400;16922,400
20150214;2;16700;16214,275
20150214;3;16300;15934,125
20150214;4;16200;15842,400
20150214;5;16300;15998,950
20150214;6;16300;16220,125
20150214;7;17000;16870,375
20150214;8;18000;17847,025
20150214;9;19500;19175,225
20150214;10;20100;19940,175
20150214;11;20500;20125,675
20150214;12;20500;20156,300
20150214;13;20400;19991,175
20150214;14;20600;19753,375
20150214;15;19900;19040,725
20150214;16;19300;18682,725
20150214;17;20000;18868,150
20150214;18;21200;20528,725
20150214;19;21100;20756,875
20150214;20;20900;20479,875
20150214;21;20200;19740,900
20150214;22;19000;18540,775
20150214;23;18100;17383,500
20150214;24;16800;16295,925
20150215;1;15600;15377,325
20150215;2;14800;14769,050
20150215;3;14400;14402,575
20150215;4;14300;14344,050
20150215;5;14350;14449,800
20150215;6;14400;14506,500
20150215;7;14500;14689,950
20150215;8;15300;15069,600
20150215;9;16400;16143,400
20150215;10;17300;16969,850
20150215;11;17800;17512,000
20150215;12;17900;17725,550
20150215;13;17900;17725,000
20150215;14;18100;17715,125
20150215;15;17700;17287,400
20150215;16;17200;16966,200
20150215;17;18100;17355,100
20150215;18;19550;19137,350
20150215;19;19850;19593,400
20150215;20;19850;19649,900
20150215;21;19300;19047,175
20150215;22;18300;18071,700
20150215;23;17400;17161,875
20150215;24;16200;16222,300
20150216;1;15200;15417,600
20150216;2;14800;14871,325
20150216;3;14600;14641,700
20150216;4;14700;14674,475
20150216;5;15400;15167,650
20150216;6;17200;16329,750
20150216;7;19900;19342,400
20150216;8;21350;21220,350
20150216;9;22250;22377,250
20150216;10;22500;22983,775
20150216;11;22550;22887,700
20150216;12;22650;23205,900
20150216;13;22700;23189,300
20150216;14;22850;23133,675
20150216;15;22250;22813,075
20150216;16;21700;22288,625
20150216;17;22350;22250,300
20150216;18;23650;23574,825
20150216;19;23750;23782,875
20150216;20;23550;23575,200
20150216;21;22650;22893,500
20150216;22;21350;21312,800
20150216;23;19800;19923,975
20150216;24;18300;18573,625
20150217;1;17150;17499,025
20150217;2;16500;17010,175
20150217;3;16150;16669,450
20150217;4;16300;16739,600
20150217;5;16750;17154,275
20150217;6;18000;17922,800
20150217;7;20400;20157,925
20150217;8;21700;21562,200
20150217;9;22500;22451,425
20150217;10;22650;22660,475
20150217;11;22600;22649,150
20150217;12;22600;22825,400
20150217;13;22700;22633,875
20150217;14;22800;22587,375
20150217;15;22400;22199,775
20150217;16;21900;21786,100
20150217;17;22500;21725,675
20150217;18;23700;23262,425
20150217;19;23700;23660,075
20150217;20;23700;23531,400
20150217;21;22750;22791,950
20150217;22;21350;21136,525
20150217;23;19800;19785,275
20150217;24;18300;18202,975
20150218;1;17500;17346,475
20150218;2;16800;16679,875
20150218;3;16600;16404,175
20150218;4;16600;16520,150
20150218;5;17000;16836,725
20150218;6;18200;17658,075
20150218;7;20500;19887,625
20150218;8;21900;21426,300
20150218;9;22800;22390,475
20150218;10;23000;22690,025
20150218;11;23200;22684,400
20150218;12;23200;22896,650
20150218;13;23300;22887,825
20150218;14;23500;22937,575
20150218;15;22900;22553,600
20150218;16;22300;22056,475
20150218;17;22800;22113,825
20150218;18;24000;23248,875
20150218;19;23900;23423,600
20150218;20;23900;23474,975
20150218;21;23000;22623,775
20150218;22;21600;21064,100
20150218;23;20100;19593,300
20150218;24;18700;18305,950
20150219;1;17400;17270,925
20150219;2;16800;16693,475
20150219;3;16600;16393,775
20150219;4;16700;16413,075
20150219;5;17100;16762,325
20150219;6;18400;17658,300
20150219;7;20700;19805,850
20150219;8;22000;21368,350
20150219;9;22700;22373,250
20150219;10;22900;22746,925
20150219;11;23100;22825,850
20150219;12;23200;22905,700
20150219;13;23300;22929,475
20150219;14;23400;22978,175
20150219;15;23000;22585,150
20150219;16;22400;22132,500
20150219;17;22700;22131,225
20150219;18;23900;23302,325
20150219;19;23800;23564,875
20150219;20;23800;23431,125
20150219;21;23000;22796,275
20150219;22;21700;21103,500
20150219;23;20100;19669,650
20150219;24;18600;18210,750
20150220;1;17300;17163,400
20150220;2;16700;16623,225
20150220;3;16400;16348,950
20150220;4;16400;16283,850
20150220;5;16900;16641,700
20150220;6;18400;17405,325
20150220;7;20500;19512,875
20150220;8;21800;21030,400
20150220;9;22500;21953,625
20150220;10;22600;22183,900
20150220;11;22700;22228,425
20150220;12;22700;22359,725
20150220;13;22800;22234,300
20150220;14;22800;22183,075
20150220;15;22300;21592,650
20150220;16;21900;21271,950
20150220;17;22300;21201,825
20150220;18;23500;22663,375
20150220;19;23400;23154,150
20150220;20;23400;23017,125
20150220;21;22700;22281,450
20150220;22;21200;20573,000
20150220;23;19600;19157,275
20150220;24;18200;17940,525
20150221;1;17000;16878,475
20150221;2;16400;16295,825
20150221;3;16000;15981,700
20150221;4;15900;15964,375
20150221;5;16000;16021,250
20150221;6;16200;16029,650
20150221;7;16800;16591,825
20150221;8;18100;17610,675
20150221;9;19500;18950,675
20150221;10;20100;19813,600
20150221;11;20400;20153,500
20150221;12;20400;20155,325
20150221;13;20300;19961,750
20150221;14;20300;19767,900
20150221;15;19600;19061,900
20150221;16;19100;18595,350
20150221;17;19500;18624,650
20150221;18;20700;20127,450
20150221;19;20800;20682,525
20150221;20;20600;20467,650
20150221;21;19900;19789,325
20150221;22;18800;18403,250
20150221;23;17700;17317,900
20150221;24;16500;16223,625
20150222;1;15500;15150,875
20150222;2;14800;14473,375
20150222;3;14500;14175,775
20150222;4;14300;14151,350
20150222;5;14400;14182,850
20150222;6;14400;14321,725
20150222;7;14600;14347,225
20150222;8;15300;14861,100
20150222;9;16400;15852,050
20150222;10;17300;16809,150
20150222;11;17700;17211,325
20150222;12;17800;17477,900
20150222;13;17900;17487,950
20150222;14;18000;17498,650
20150222;15;17700;17119,475
20150222;16;17200;16750,900
20150222;17;18100;16896,475
20150222;18;19600;18361,275
20150222;19;19800;19109,025
20150222;20;19700;19136,325
20150222;21;19200;18533,650
20150222;22;18300;17565,725
20150222;23;17300;16659,675
20150222;24;16100;15554,650
20150223;1;15300;14802,175
20150223;2;14800;14417,125
20150223;3;14600;14306,900
20150223;4;14700;14369,150
20150223;5;15500;14837,275
20150223;6;17200;16116,000
20150223;7;20000;18725,875
20150223;8;21600;20637,650
20150223;9;22600;21726,800
20150223;10;22800;22115,675
20150223;11;22800;22089,025
20150223;12;22900;22270,500
20150223;13;23000;22226,275
20150223;14;23200;22094,375
20150223;15;22800;21584,200
20150223;16;22200;21197,575
20150223;17;22500;21302,100
20150223;18;23600;22607,050
20150223;19;23600;23112,000
20150223;20;23400;22882,625
20150223;21;22700;22042,100
20150223;22;21300;20394,575
20150223;23;19800;18967,425
20150223;24;18400;17555,100
20150224;1;17100;16629,725
20150224;2;16400;16116,575
20150224;3;16200;15869,075
20150224;4;16300;15959,575
20150224;5;16700;16140,625
20150224;6;17800;16985,550
20150224;7;19900;19320,050
20150224;8;21400;20826,675
20150224;9;22100;21862,525
20150224;10;22300;22210,775
20150224;11;22400;22162,625
20150224;12;22500;22370,725
20150224;13;22600;22408,150
20150224;14;22800;22361,475
20150224;15;22300;22161,600
20150224;16;21800;21623,325
20150224;17;22000;21634,975
20150224;18;23400;22821,900
20150224;19;23500;23361,275
20150224;20;23400;23185,775
20150224;21;22700;22313,450
20150224;22;21400;20577,725
20150224;23;19800;19175,025
20150224;24;18300;17842,250
20150225;1;17050;16772,325
20150225;2;16400;16241,250
20150225;3;16150;15978,550
20150225;4;16250;16087,125
20150225;5;16800;16251,400
20150225;6;17700;17126,950
20150225;7;20150;19483,825
20150225;8;21550;21045,125
20150225;9;22250;22108,350
20150225;10;22450;22301,500
20150225;11;22600;22394,575
20150225;12;22700;22555,075
20150225;13;22800;22527,925
20150225;14;23000;22556,400
20150225;15;22450;22234,675
20150225;16;21850;21913,650
20150225;17;22100;21939,875
20150225;18;23450;22970,575
20150225;19;23550;23463,350
20150225;20;23450;23279,550
20150225;21;22700;22552,425
20150225;22;21150;20872,650
20150225;23;19600;19302,450
20150225;24;18200;17922,975
20150226;1;17008;16951,100
20150226;2;16408;16413,675
20150226;3;16110;16105,700
20150226;4;16218;16266,650
20150226;5;16498;16491,625
20150226;6;17399;17285,775
20150226;7;19438;19303,175
20150226;8;20825;20917,700
20150226;9;21831;22031,625
20150226;10;22248;22375,225
20150226;11;22230;22344,700
20150226;12;22618;22541,725
20150226;13;22688;22648,600
20150226;14;22698;22685,500
20150226;15;22278;22276,250
20150226;16;21842;21946,025
20150226;17;21799;21937,200
20150226;18;22875;22822,175
20150226;19;23475;23191,600
20150226;20;23230;23087,475
20150226;21;22368;22253,150
20150226;22;20768;20658,025
20150226;23;19175;19175,975
20150226;24;17965;17797,175
20150227;1;16900;16811,950
20150227;2;16300;16246,200
20150227;3;16100;16008,450
20150227;4;16200;16036,325
20150227;5;16600;16325,975
20150227;6;17800;17072,500
20150227;7;20100;19118,650
20150227;8;21500;20831,300
20150227;9;22300;21850,350
20150227;10;22400;22245,900
20150227;11;22600;22181,900
20150227;12;22700;22392,275
20150227;13;22700;22434,175
20150227;14;22900;22345,775
20150227;15;22500;22120,950
20150227;16;21900;21652,275
20150227;17;22100;21466,925
20150227;18;23500;22416,750
20150227;19;23600;23014,475
20150227;20;23500;22791,925
20150227;21;22700;22010,350
20150227;22;21300;20395,550
20150227;23;19700;18912,050
20150227;24;18300;17580,650
20150228;1;17100;16603,550
20150228;2;16500;15972,575
20150228;3;16100;15597,250
20150228;4;16000;15542,725
20150228;5;16100;15549,975
20150228;6;16200;15669,125
20150228;7;16800;16270,750
20150228;8;18100;17470,325
20150228;9;19500;18831,150
20150228;10;20000;19705,075
20150228;11;20400;20022,225
20150228;12;20400;20166,050
20150228;13;20200;19994,325
20150228;14;20200;19905,600
20150228;15;19500;19279,100
20150228;16;18900;18859,775
20150228;17;19200;18984,325
20150228;18;20800;19881,950
20150228;19;20900;20403,175
20150228;20;20700;20161,875
20150228;21;20200;19693,475
20150228;22;19000;18444,175
20150228;23;17700;17321,425
20150228;24;16700;16058,825
20150301;1;15100;14913,175
20150301;2;14500;14341,525
20150301;3;14200;14024,550
20150301;4;14100;13967,950
20150301;5;14200;14081,875
20150301;6;14200;14237,800
20150301;7;14200;14170,250
20150301;8;15100;14768,475
20150301;9;16200;15778,900
20150301;10;17000;16658,625
20150301;11;17300;17026,300
20150301;12;17300;17329,475
20150301;13;17400;17310,050
20150301;14;17500;17250,525
20150301;15;17100;16809,825
20150301;16;16600;16487,125
20150301;17;16900;16583,825
20150301;18;18900;18057,750
20150301;19;19400;19124,700
20150301;20;19400;19248,300
20150301;21;18900;18440,200
20150301;22;17900;17496,775
20150301;23;17000;16561,725
20150301;24;15800;15356,525
20150302;1;14900;14610,900
20150302;2;14400;14175,000
20150302;3;14200;14038,650
20150302;4;14300;14184,575
20150302;5;14900;14620,250
20150302;6;16800;15786,450
20150302;7;19400;18191,825
20150302;8;21100;20148,100
20150302;9;21900;21291,025
20150302;10;22100;21646,800
20150302;11;22200;21776,650
20150302;12;22300;22109,275
20150302;13;22400;22023,700
20150302;14;22500;22159,825
20150302;15;22000;21966,900
20150302;16;21500;21654,250
20150302;17;21500;21298,525
20150302;18;23000;22286,725
20150302;19;23300;23161,200
20150302;20;23200;22984,850
20150302;21;22200;22232,525
20150302;22;20900;20673,450
20150302;23;19300;19106,750
20150302;24;17700;17722,300
20150303;1;16700;16849,625
20150303;2;16200;16242,250
20150303;3;15900;16002,400
20150303;4;15900;16064,725
20150303;5;16400;16376,175
20150303;6;17300;17167,800
20150303;7;20000;19222,275
20150303;8;21400;21016,400
20150303;9;22100;21891,900
20150303;10;22300;22156,750
20150303;11;22400;22258,250
20150303;12;22400;22498,625
20150303;13;22500;22497,875
20150303;14;22600;22589,775
20150303;15;22300;22204,775
20150303;16;21800;21624,025
20150303;17;21700;21420,800
20150303;18;23000;22256,975
20150303;19;23500;23295,650
20150303;20;23400;23296,875
20150303;21;22500;22345,875
20150303;22;21100;20829,950
20150303;23;19300;19377,575
20150303;24;17900;17808,975
20150304;1;16800;16784,550
20150304;2;16300;16264,125
20150304;3;16000;16047,275
20150304;4;16100;16067,650
20150304;5;16500;16431,525
20150304;6;17400;17138,675
20150304;7;19800;19170,125
20150304;8;21100;21109,700
20150304;9;21700;22131,275
20150304;10;21800;22363,900
20150304;11;22000;22419,625
20150304;12;22000;22566,425
20150304;13;22000;22521,700
20150304;14;22200;22496,325
20150304;15;21700;22129,625
20150304;16;21300;21742,100
20150304;17;21100;21505,400
20150304;18;22700;22414,875
20150304;19;23200;23269,275
20150304;20;23100;23232,675
20150304;21;22300;22496,725
20150304;22;20800;20913,875
20150304;23;19300;19464,275
20150304;24;17700;18100,400
20150305;1;16800;17158,325
20150305;2;16200;16536,650
20150305;3;15900;16259,475
20150305;4;16000;16263,800
20150305;5;16400;16565,375
20150305;6;17500;17254,350
20150305;7;19900;19397,850
20150305;8;21300;21126,675
20150305;9;21900;22049,625
20150305;10;22200;22322,225
20150305;11;22300;22325,975
20150305;12;22400;22458,025
20150305;13;22500;22547,675
20150305;14;22700;22630,975
20150305;15;22300;22323,725
20150305;16;21800;21927,000
20150305;17;21700;21729,550
20150305;18;22900;22561,875
20150305;19;23500;23492,225
20150305;20;23400;23351,300
20150305;21;22500;22763,950
20150305;22;21100;21048,150
20150305;23;19300;19476,100
20150305;24;17900;18031,725
20150306;1;16900;17210,100
20150306;2;16400;16605,175
20150306;3;16000;16314,225
20150306;4;16100;16350,325
20150306;5;16500;16720,975
20150306;6;17600;17427,950
20150306;7;20100;19395,025
20150306;8;21700;21241,275
20150306;9;22300;22115,775
20150306;10;22500;22355,225
20150306;11;22500;22332,125
20150306;12;22600;22535,025
20150306;13;22700;22615,775
20150306;14;22800;22508,625
20150306;15;22400;22073,900
20150306;16;21700;21671,475
20150306;17;21700;21559,250
20150306;18;22900;22298,950
20150306;19;23500;23200,750
20150306;20;23500;23040,350
20150306;21;22600;22339,575
20150306;22;21300;20696,775
20150306;23;19600;19238,400
20150306;24;18100;17991,475
20150307;1;16913;16975,000
20150307;2;16225;16323,150
20150307;3;15900;15908,150
20150307;4;15800;15834,350
20150307;5;15850;15907,175
20150307;6;15850;15956,650
20150307;7;16225;16362,925
20150307;8;17400;17721,975
20150307;9;18750;18965,550
20150307;10;19650;19768,050
20150307;11;20075;20027,000
20150307;12;20225;20231,475
20150307;13;20025;20032,300
20150307;14;19850;19697,975
20150307;15;19175;19032,750
20150307;16;18725;18436,050
20150307;17;18575;18390,425
20150307;18;19275;19269,250
20150307;19;20400;20456,375
20150307;20;20375;20122,450
20150307;21;19650;19380,650
20150307;22;18475;18168,150
20150307;23;17350;17081,350
20150307;24;16200;15892,500
20150308;1;15000;14920,150
20150308;2;14300;14242,250
20150308;3;14000;13918,375
20150308;4;13900;13918,000
20150308;5;14050;13921,600
20150308;6;14100;13945,375
20150308;7;14200;13757,575
20150308;8;15100;14675,225
20150308;9;16150;15640,150
20150308;10;16850;16402,475
20150308;11;17050;16889,100
20150308;12;17150;16888,825
20150308;13;17150;17009,475
20150308;14;17150;16802,600
20150308;15;16700;16419,650
20150308;16;16200;16024,325
20150308;17;16350;16061,675
20150308;18;18400;17064,075
20150308;19;19100;18841,175
20150308;20;19200;18931,625
20150308;21;18600;18179,675
20150308;22;17700;17274,175
20150308;23;16750;16368,975
20150308;24;15550;15321,400
20150309;1;14700;14462,200
20150309;2;14300;14039,625
20150309;3;14200;13887,275
20150309;4;14300;14062,125
20150309;5;15000;14515,925
20150309;6;16600;15512,800
20150309;7;19300;18108,325
20150309;8;20900;20203,050
20150309;9;21700;21316,275
20150309;10;22000;21614,550
20150309;11;21800;21486,250
20150309;12;21900;21538,950
20150309;13;21900;21619,500
20150309;14;22000;21545,075
20150309;15;21500;21097,450
20150309;16;21000;20783,175
20150309;17;20900;20532,275
20150309;18;22500;21341,850
20150309;19;23100;22843,975
20150309;20;22900;22832,825
20150309;21;22000;22032,075
20150309;22;20700;20419,000
20150309;23;19000;18819,725
20150309;24;17600;17520,350
20150310;1;16582;16449,525
20150310;2;16008;16012,775
20150310;3;15728;15789,000
20150310;4;15750;15985,325
20150310;5;16052;16275,975
20150310;6;16790;17008,750
20150310;7;18825;18947,050
20150310;8;20625;20716,825
20150310;9;21562;21394,700
20150310;10;21820;21570,300
20150310;11;21650;21348,225
20150310;12;21545;21443,075
20150310;13;21501;21392,875
20150310;14;21500;21369,725
20150310;15;21012;21018,025
20150310;16;20615;20667,575
20150310;17;20505;20588,350
20150310;18;21258;21371,150
20150310;19;22675;22874,975
20150310;20;22688;22985,325
20150310;21;21952;22045,525
20150310;22;20522;-
20150310;23;18918;-
20150310;24;17435;-
20150311;1;16682;16430,150
20150311;2;16108;15920,050
20150311;3;15828;15650,075
20150311;4;15845;15830,625
20150311;5;16105;16203,175
20150311;6;16868;16708,200
20150311;7;18912;18811,300
20150311;8;20725;20707,700
20150311;9;21575;21746,200
20150311;10;21930;21954,475
20150311;11;21888;21959,350
20150311;12;22058;22229,625
20150311;13;22032;22410,050
20150311;14;22088;22387,075
20150311;15;21690;22064,825
20150311;16;21392;21733,700
20150311;17;21268;21478,275
20150311;18;21800;22084,375
20150311;19;22975;23236,875
20150311;20;23105;23255,350
20150311;21;22280;22423,575
20150311;22;20785;20795,700
20150311;23;19142;19149,825
20150311;24;17835;17678,100
20150312;1;16700;16694,500
20150312;2;16050;16171,225
20150312;3;15850;15947,000
20150312;4;16000;15925,425
20150312;5;16450;16224,025
20150312;6;17150;16867,000
20150312;7;19850;18958,325
20150312;8;21200;20998,100
20150312;9;21900;21849,425
20150312;10;22050;21925,125
20150312;11;22100;21867,425
20150312;12;22200;21960,300
20150312;13;22300;22045,350
20150312;14;22400;22059,575
20150312;15;21900;21650,400
20150312;16;21300;21272,750
20150312;17;21200;21278,325
20150312;18;22300;21850,600
20150312;19;23200;23136,675
20150312;20;23150;23142,800
20150312;21;22400;22363,825
20150312;22;21050;20716,125
20150312;23;19400;19062,100
20150312;24;17950;17724,200
20150313;1;17000;16785,000
20150313;2;16300;16168,600
20150313;3;16000;15901,075
20150313;4;16100;15925,375
20150313;5;16600;16282,525
20150313;6;17100;16812,525
20150313;7;19900;18960,250
20150313;8;21200;20730,600
20150313;9;21900;21806,800
20150313;10;22100;22141,050
20150313;11;22100;22090,650
20150313;12;22200;22363,450
20150313;13;22300;22379,775
20150313;14;22500;22502,100
20150313;15;22200;22231,125
20150313;16;21600;21933,050
20150313;17;21500;21724,000
20150313;18;22500;22032,075
20150313;19;23300;22997,925
20150313;20;23200;22881,825
20150313;21;22500;22006,550
20150313;22;21300;20476,450
20150313;23;19700;18958,750
20150313;24;18300;17676,250
20150314;1;16900;16671,275
20150314;2;16200;16064,500
20150314;3;15800;15674,750
20150314;4;15700;15664,775
20150314;5;15800;15764,450
20150314;6;15700;15583,050
20150314;7;16700;16221,850
20150314;8;18200;17683,800
20150314;9;19300;18853,375
20150314;10;19900;19695,675
20150314;11;20200;20105,400
20150314;12;20200;20368,900
20150314;13;20000;20200,425
20150314;14;20000;20050,225
20150314;15;19200;19436,800
20150314;16;18700;18993,175
20150314;17;18500;18906,925
20150314;18;19800;19430,125
20150314;19;20600;20435,600
20150314;20;20400;20271,500
20150314;21;19700;19613,075
20150314;22;18500;18390,875
20150314;23;17500;17344,250
20150314;24;16300;16138,000
20150315;1;15000;15047,075
20150315;2;14300;14346,875
20150315;3;13900;14196,375
20150315;4;13800;13896,325
20150315;5;13800;13990,625
20150315;6;13800;13770,300
20150315;7;13900;13785,650
20150315;8;14900;14772,200
20150315;9;16000;15735,225
20150315;10;16700;16628,000
20150315;11;17000;17058,250
20150315;12;17100;17313,700
20150315;13;17300;17370,550
20150315;14;17200;17378,125
20150315;15;16800;16896,000
20150315;16;16400;16439,525
20150315;17;16300;16417,750
20150315;18;17800;17031,250
20150315;19;19100;18866,450
20150315;20;19200;19176,325
20150315;21;18500;18392,725
20150315;22;17600;17525,950
20150315;23;16700;16505,925
20150315;24;15600;15384,425
20150316;1;14500;14555,550
20150316;2;13950;14143,975
20150316;3;13850;13983,950
20150316;4;14200;14140,375
20150316;5;14900;14550,975
20150316;6;16100;15253,000
20150316;7;19100;17848,125
20150316;8;20800;20061,525
20150316;9;21650;21080,375
20150316;10;21700;21413,400
20150316;11;21800;21352,225
20150316;12;21850;21527,525
20150316;13;21900;21575,475
20150316;14;22000;21395,575
20150316;15;21500;20985,500
20150316;16;21000;20651,225
20150316;17;20800;20439,950
20150316;18;21900;20955,425
20150316;19;23100;22539,075
20150316;20;23100;22780,475
20150316;21;22400;22048,025
20150316;22;20900;20346,650
20150316;23;19100;18813,075
20150316;24;17700;17397,850
20150317;1;16650;16470,425
20150317;2;15950;15923,275
20150317;3;15750;15720,525
20150317;4;15850;15748,550
20150317;5;16200;16172,200
20150317;6;16800;16548,700
20150317;7;19600;18807,075
20150317;8;21000;20491,050
20150317;9;21600;21170,675
20150317;10;21700;21210,775
20150317;11;21700;21126,800
20150317;12;21800;21170,450
20150317;13;21800;21252,875
20150317;14;22000;21194,400
20150317;15;21600;20854,125
20150317;16;21050;20410,825
20150317;17;21000;20288,850
20150317;18;22100;20694,575
20150317;19;23200;22513,575
20150317;20;23100;22734,450
20150317;21;22300;21867,475
20150317;22;20900;20394,100
20150317;23;19200;18883,600
20150317;24;17800;17308,725
20150318;1;16550;16415,200
20150318;2;16000;15792,500
20150318;3;15750;15432,150
20150318;4;15900;15553,200
20150318;5;16300;15869,975
20150318;6;16800;16364,950
20150318;7;19550;18634,625
20150318;8;21000;20439,750
20150318;9;21700;21169,300
20150318;10;21800;21273,275
20150318;11;21750;21009,725
20150318;12;21800;21238,150
20150318;13;21750;21332,250
20150318;14;21950;21147,200
20150318;15;21450;20835,100
20150318;16;20850;20581,375
20150318;17;20800;20278,800
20150318;18;21700;20621,025
20150318;19;23100;22463,225
20150318;20;23100;22777,150
20150318;21;22350;22016,375
20150318;22;20850;20178,875
20150318;23;19100;18722,350
20150318;24;17600;17476,275
20150319;1;16550;16487,600
20150319;2;16000;15974,725
20150319;3;15700;15618,175
20150319;4;15800;15723,800
20150319;5;16300;16055,900
20150319;6;16700;16412,500
20150319;7;19750;18726,950
20150319;8;20950;20493,500
20150319;9;21350;21264,650
20150319;10;21550;21412,050
20150319;11;21500;21210,400
20150319;12;21550;21303,375
20150319;13;21650;21410,200
20150319;14;21750;21263,000
20150319;15;21200;20953,375
20150319;16;20750;20780,550
20150319;17;20500;20437,325
20150319;18;21600;20899,550
20150319;19;23000;22598,975
20150319;20;23000;22796,100
20150319;21;22250;22068,575
20150319;22;20750;20377,250
20150319;23;19000;18820,050
20150319;24;17500;17489,925
20150320;1;16450;16528,325
20150320;2;15750;15986,950
20150320;3;15500;15715,700
20150320;4;15650;15785,700
20150320;5;16100;16140,750
20150320;6;16700;16447,350
20150320;7;19500;18819,950
20150320;8;20850;20513,175
20150320;9;21650;21299,775
20150320;10;21750;21300,250
20150320;11;21700;21174,650
20150320;12;21700;21326,475
20150320;13;21650;21318,350
20150320;14;21850;21144,375
20150320;15;21300;20736,300
20150320;16;20700;20315,900
20150320;17;20400;20182,325
20150320;18;21300;20605,250
20150320;19;22650;22406,775
20150320;20;22650;22536,375
20150320;21;21850;21707,125
20150320;22;20550;19996,925
20150320;23;18900;18479,200
20150320;24;17500;17230,575
20150321;1;16500;16245,475
20150321;2;15900;15637,925
20150321;3;15500;15314,375
20150321;4;15400;15232,850
20150321;5;15500;15363,300
20150321;6;15250;14999,300
20150321;7;16500;15987,175
20150321;8;17900;17519,950
20150321;9;19000;18710,475
20150321;10;19500;19222,500
20150321;11;19800;19374,150
20150321;12;19850;19470,025
20150321;13;19700;19206,725
20150321;14;19600;18932,725
20150321;15;18900;18212,925
20150321;16;18450;17801,050
20150321;17;18250;17616,050
20150321;18;19050;18152,375
20150321;19;20250;19783,750
20150321;20;20250;20039,350
20150321;21;19550;19177,425
20150321;22;18350;17935,150
20150321;23;17350;16721,400
20150321;24;16150;15474,975
20150322;1;15000;14640,125
20150322;2;14300;14098,100
20150322;3;14000;13741,250
20150322;4;13900;13675,725
20150322;5;13900;13731,050
20150322;6;13700;13363,075
20150322;7;14100;13701,475
20150322;8;15200;14763,750
20150322;9;16100;15758,475
20150322;10;16700;16689,175
20150322;11;17000;17191,575
20150322;12;17100;17325,125
20150322;13;17200;17369,025
20150322;14;17200;17291,600
20150322;15;16800;16786,800
20150322;16;16300;16321,625
20150322;17;16300;16241,275
20150322;18;17500;16839,875
20150322;19;19200;18719,600
20150322;20;19200;19320,475
20150322;21;18600;18698,600
20150322;22;17600;17687,450
20150322;23;16700;16812,075
20150322;24;15400;15538,450
20150323;1;14600;14799,800
20150323;2;14200;14427,350
20150323;3;14100;14221,625
20150323;4;14200;14351,900
20150323;5;14700;14748,275
20150323;6;15900;15253,250
20150323;7;19000;18079,100
20150323;8;20800;20190,350
20150323;9;21700;21135,800
20150323;10;21800;21248,600
20150323;11;21700;21169,275
20150323;12;21800;21231,625
20150323;13;21800;21337,425
20150323;14;21900;21225,250
20150323;15;21600;20793,175
20150323;16;21100;20551,775
20150323;17;20800;20218,075
20150323;18;21600;20380,550
20150323;19;22900;22138,650
20150323;20;23000;22665,925
20150323;21;22200;22086,200
20150323;22;20800;20319,100
20150323;23;19000;18749,275
20150323;24;17600;17358,200
20150324;1;16600;16477,750
20150324;2;16000;15974,700
20150324;3;15700;15754,475
20150324;4;15800;15757,500
20150324;5;16200;16042,750
20150324;6;16700;16342,475
20150324;7;19600;18704,525
20150324;8;20900;20612,350
20150324;9;21500;21360,625
20150324;10;21500;21375,150
20150324;11;21500;21313,275
20150324;12;21500;21369,550
20150324;13;21600;21383,050
20150324;14;21600;21321,850
20150324;15;21300;20781,825
20150324;16;20800;20474,325
20150324;17;20600;20294,625
20150324;18;21200;20515,100
20150324;19;23000;22346,750
20150324;20;23000;22846,325
20150324;21;22200;22052,900
20150324;22;20800;20331,725
20150324;23;19100;18598,700
