Data;Godz.;Dobowa prognoza zapotrzebowania KSE;Rzeczywiste zapotrzebowanie KSE
20160101;1;15300;15066,200
20160101;2;14500;14486,775
20160101;3;13700;13841,413
20160101;4;13200;13375,913
20160101;5;13000;13163,563
20160101;6;12800;13132,988
20160101;7;12900;13185,875
20160101;8;12700;13069,825
20160101;9;12800;13045,488
20160101;10;13300;13587,788
20160101;11;13900;14165,975
20160101;12;14400;14665,263
20160101;13;14700;15063,813
20160101;14;15200;15467,475
20160101;15;15200;15559,088
20160101;16;16200;15761,775
20160101;17;17300;17149,313
20160101;18;17400;17579,400
20160101;19;17500;17656,700
20160101;20;17600;17638,663
20160101;21;17200;17355,313
20160101;22;16500;16668,038
20160101;23;15800;15962,038
20160101;24;14600;14805,450
20160102;1;13956;13885,038
20160102;2;13548;13338,438
20160102;3;13328;13106,350
20160102;4;13284;13080,200
20160102;5;13270;13205,075
20160102;6;13678;13566,538
20160102;7;14568;14536,900
20160102;8;15292;15193,188
20160102;9;15908;16015,088
20160102;10;16966;17308,463
20160102;11;17985;18013,688
20160102;12;18282;18307,425
20160102;13;18438;18404,150
20160102;14;18552;18720,025
20160102;15;18360;18686,588
20160102;16;18775;18776,138
20160102;17;20202;20243,175
20160102;18;20460;20425,688
20160102;19;20280;20315,050
20160102;20;19998;20163,625
20160102;21;19345;19775,500
20160102;22;18330;18718,063
20160102;23;17358;17791,013
20160102;24;16240;16586,775
20160103;1;15278;15480,475
20160103;2;14602;14745,513
20160103;3;14249;14373,175
20160103;4;14064;14240,913
20160103;5;14090;14351,825
20160103;6;14312;14497,938
20160103;7;14908;15034,963
20160103;8;15428;15409,850
20160103;9;15992;15937,150
20160103;10;16930;17016,313
20160103;11;17655;17796,275
20160103;12;18126;18104,750
20160103;13;18318;18399,813
20160103;14;18558;18649,913
20160103;15;18436;18508,863
20160103;16;18690;18631,388
20160103;17;19811;20041,050
20160103;18;19955;20535,150
20160103;19;19968;20684,263
20160103;20;20040;20754,588
20160103;21;19448;20148,538
20160103;22;18575;19124,925
20160103;23;17660;18115,975
20160103;24;16570;16838,400
20160104;1;15780;15852,788
20160104;2;15400;15339,013
20160104;3;15189;15219,638
20160104;4;15105;15233,300
20160104;5;15638;15583,425
20160104;6;16812;16445,363
20160104;7;19405;19139,975
20160104;8;21612;21202,475
20160104;9;22300;22263,238
20160104;10;22854;23129,888
20160104;11;22824;23409,100
20160104;12;23132;23607,488
20160104;13;23232;23628,575
20160104;14;23297;23873,163
20160104;15;23076;23592,725
20160104;16;23233;23603,925
20160104;17;24400;24766,025
20160104;18;24483;24894,125
20160104;19;24180;24511,388
20160104;20;24022;24246,638
20160104;21;23104;23554,500
20160104;22;21574;22090,825
20160104;23;19970;20588,713
20160104;24;18540;19064,538
20160105;1;17900;17962,350
20160105;2;17200;17342,400
20160105;3;16900;16995,825
20160105;4;16900;17004,075
20160105;5;17300;17253,175
20160105;6;18500;18003,463
20160105;7;21600;20213,325
20160105;8;22400;22201,688
20160105;9;23200;23045,550
20160105;10;23400;23622,875
20160105;11;23500;23691,588
20160105;12;23600;23926,663
20160105;13;23700;24008,313
20160105;14;23900;24185,650
20160105;15;23600;23890,025
20160105;16;24100;23823,788
20160105;17;25100;24889,138
20160105;18;25000;24941,088
20160105;19;24500;24509,088
20160105;20;24500;24183,900
20160105;21;23700;23460,500
20160105;22;22300;22046,775
20160105;23;20600;20616,425
20160105;24;19100;19220,413
20160106;1;17000;17915,475
20160106;2;16050;17056,713
20160106;3;15600;16615,988
20160106;4;15400;16509,988
20160106;5;15400;16440,525
20160106;6;15300;16297,288
20160106;7;15300;16329,363
20160106;8;15300;16532,475
20160106;9;16100;16882,675
20160106;10;16900;17820,563
20160106;11;17400;18544,075
20160106;12;17700;18927,438
20160106;13;18000;19100,863
20160106;14;18300;19387,488
20160106;15;18100;19134,013
20160106;16;18600;19040,550
20160106;17;19800;20255,250
20160106;18;19900;20640,675
20160106;19;20100;20663,225
20160106;20;20000;20733,613
20160106;21;19600;20387,550
20160106;22;18900;19448,138
20160106;23;17800;18559,125
20160106;24;16500;17205,300
20160107;1;15500;16218,638
20160107;2;14850;15679,825
20160107;3;14650;15468,750
20160107;4;14850;15436,050
20160107;5;15400;15773,025
20160107;6;17100;16744,463
20160107;7;20500;19776,638
20160107;8;21550;22124,400
20160107;9;22550;23163,800
20160107;10;22850;23705,125
20160107;11;23050;23738,063
20160107;12;23200;23976,763
20160107;13;23350;23962,413
20160107;14;23550;24149,550
20160107;15;23100;23855,650
20160107;16;23500;23905,813
20160107;17;24700;24901,300
20160107;18;24550;24901,250
20160107;19;24100;24511,825
20160107;20;24000;24298,588
20160107;21;23200;23613,888
20160107;22;21800;22116,550
20160107;23;20200;20605,763
20160107;24;18600;19165,488
20160108;1;17500;17994,425
20160108;2;16800;17367,750
20160108;3;16450;17064,513
20160108;4;16500;16969,488
20160108;5;16900;17215,688
20160108;6;17900;17872,925
20160108;7;21100;20439,638
20160108;8;22100;22407,650
20160108;9;22900;23182,338
20160108;10;23050;23489,775
20160108;11;23100;23593,075
20160108;12;23200;23609,325
20160108;13;23300;23598,163
20160108;14;23500;23724,875
20160108;15;23000;23326,175
20160108;16;23400;23133,150
20160108;17;24600;24236,350
20160108;18;24400;24445,975
20160108;19;24000;24043,675
20160108;20;23800;23772,250
20160108;21;23000;23044,338
20160108;22;21600;21567,900
20160108;23;20000;20137,775
20160108;24;18600;18688,575
20160109;1;17800;17473,488
20160109;2;16950;16784,900
20160109;3;16450;16487,188
20160109;4;16400;16417,500
20160109;5;16450;16445,413
20160109;6;16700;16676,525
20160109;7;18000;17543,750
20160109;8;18600;18440,438
20160109;9;19850;19344,838
20160109;10;20850;20385,525
20160109;11;21350;20922,325
20160109;12;21400;21157,663
20160109;13;21300;21143,425
20160109;14;21500;21109,313
20160109;15;21000;20641,613
20160109;16;21200;20561,438
20160109;17;22200;21865,138
20160109;18;22100;22024,125
20160109;19;21600;21705,275
20160109;20;21500;21480,100
20160109;21;20800;20728,125
20160109;22;19500;19645,638
20160109;23;18400;18518,313
20160109;24;17200;17333,013
20160110;1;16000;16126,725
20160110;2;15300;15466,463
20160110;3;14900;15026,250
20160110;4;14700;14801,725
20160110;5;14700;14899,050
20160110;6;14900;15047,038
20160110;7;15600;15514,575
20160110;8;15700;15734,975
20160110;9;16900;16229,900
20160110;10;17900;17320,750
20160110;11;18400;18083,925
20160110;12;18700;18366,613
20160110;13;19000;18571,825
20160110;14;19000;18707,888
20160110;15;18750;18505,613
20160110;16;19300;18442,313
20160110;17;20900;19670,638
20160110;18;21000;19997,488
20160110;19;21000;20136,338
20160110;20;21100;20190,225
20160110;21;20500;19625,938
20160110;22;19600;18685,600
20160110;23;18600;17705,200
20160110;24;17200;16651,650
20160111;1;15700;15682,113
20160111;2;15200;15165,700
20160111;3;15100;15019,800
20160111;4;15200;14986,688
20160111;5;15700;15420,950
20160111;6;17400;16453,350
20160111;7;21000;19548,188
20160111;8;22100;21797,700
20160111;9;23100;22761,488
20160111;10;23400;23190,200
20160111;11;23600;23131,725
20160111;12;23700;23400,150
20160111;13;23800;23481,075
20160111;14;24000;23686,350
20160111;15;23600;23452,500
20160111;16;23700;23481,813
20160111;17;24900;24390,163
20160111;18;24800;24498,313
20160111;19;24400;24150,313
20160111;20;24100;23903,275
20160111;21;23400;23293,175
20160111;22;22000;21626,575
20160111;23;20400;20028,350
20160111;24;18900;18627,988
20160112;1;17700;17351,575
20160112;2;17200;16731,113
20160112;3;16800;16412,175
20160112;4;16900;16482,663
20160112;5;17200;16688,075
20160112;6;18500;17519,750
20160112;7;21800;20124,913
20160112;8;22700;22251,563
20160112;9;23400;22947,025
20160112;10;23600;23189,075
20160112;11;23800;23316,725
20160112;12;23800;23457,975
20160112;13;23900;23575,650
20160112;14;24100;23751,938
20160112;15;23600;23385,238
20160112;16;23800;23505,638
20160112;17;25000;24298,450
20160112;18;24900;24518,050
20160112;19;24500;24117,663
20160112;20;24200;24047,663
20160112;21;23400;23268,000
20160112;22;22000;21675,863
20160112;23;20400;20049,813
20160112;24;18900;18509,975
20160113;1;17295;17441,800
20160113;2;16615;16812,675
20160113;3;16400;16484,638
20160113;4;16430;16519,225
20160113;5;16768;16672,275
20160113;6;17770;17327,525
20160113;7;20422;19998,100
20160113;8;22470;22093,713
20160113;9;22880;22724,450
20160113;10;23160;23071,700
20160113;11;23305;23153,350
20160113;12;23402;23390,138
20160113;13;23430;23549,325
20160113;14;23638;23764,375
20160113;15;23375;23449,025
20160113;16;23482;23421,188
20160113;17;24625;24209,925
20160113;18;24822;24336,388
20160113;19;24498;23958,425
20160113;20;24108;23774,175
20160113;21;23255;23157,075
20160113;22;21790;21649,325
20160113;23;20192;19966,875
20160113;24;18895;18616,688
20160114;1;17678;17568,563
20160114;2;17000;16980,250
20160114;3;16752;16611,438
20160114;4;16742;16692,050
20160114;5;16998;16950,875
20160114;6;17958;17603,663
20160114;7;20542;20191,925
20160114;8;22418;22237,063
20160114;9;22972;22981,525
20160114;10;23332;23354,500
20160114;11;23438;23291,575
20160114;12;23540;23445,475
20160114;13;23700;23511,950
20160114;14;23730;23631,563
20160114;15;23460;23257,988
20160114;16;23635;23047,788
20160114;17;24698;23999,025
20160114;18;24892;24311,700
20160114;19;24512;23986,013
20160114;20;24260;23836,375
20160114;21;23480;23140,638
20160114;22;22030;21711,988
20160114;23;20332;20069,113
20160114;24;18890;18721,138
20160115;1;17800;17604,750
20160115;2;17200;17002,075
20160115;3;16900;16704,750
20160115;4;16950;16723,575
20160115;5;17350;16963,788
20160115;6;18550;17728,200
20160115;7;21950;20429,525
20160115;8;22950;22373,050
20160115;9;23250;23049,650
20160115;10;23450;23336,875
20160115;11;23850;23228,250
20160115;12;23850;23408,788
20160115;13;23950;23589,313
20160115;14;24150;23674,538
20160115;15;23800;23290,963
20160115;16;24000;23172,438
20160115;17;25000;24108,238
20160115;18;24900;24428,250
20160115;19;24500;23860,375
20160115;20;24100;23633,150
20160115;21;23500;22897,100
20160115;22;22000;21454,200
20160115;23;20400;20053,050
20160115;24;19000;18788,575
20160116;1;17670;17638,025
20160116;2;16910;16862,825
20160116;3;16668;16406,950
20160116;4;16450;16282,588
20160116;5;16362;16390,863
20160116;6;16508;16498,863
20160116;7;17482;17485,263
20160116;8;18405;18456,463
20160116;9;19418;19482,550
20160116;10;20510;20603,700
20160116;11;21210;21126,438
20160116;12;21400;21369,750
20160116;13;21395;21232,225
20160116;14;21320;21175,788
20160116;15;20952;20620,788
20160116;16;21030;20366,550
20160116;17;22110;21499,563
20160116;18;22368;21944,175
20160116;19;22078;21677,038
20160116;20;21770;21432,600
20160116;21;21055;20862,150
20160116;22;19920;19791,575
20160116;23;18758;18668,025
20160116;24;17640;17497,975
20160117;1;16242;16499,225
20160117;2;15592;15749,475
20160117;3;15120;15376,375
